LON,LAT,PGA-DD1,PGA-DD2,PGA-DD3,PGA-DD4,Ss-DD1,Ss-DD2,Ss-DD3,Ss-DD4,S1-DD1,S1-DD2,S1-DD3,S1-DD4,PGV-DD4,PGV-DD3,PGV-DD2,PGV-DD1
25.45,37.65,0.44,0.218,0.084,0.062,1.013,0.488,0.185,0.138,0.278,0.143,0.058,0.043,3.646,4.819,12.046,24.27
25.45,37.75,0.437,0.216,0.083,0.062,1.016,0.488,0.186,0.138,0.282,0.144,0.059,0.044,3.767,4.943,12.27,24.892
25.45,37.85,0.462,0.228,0.087,0.064,1.098,0.525,0.198,0.147,0.297,0.149,0.06,0.045,3.93,5.247,13.088,27.114
25.45,37.95,0.551,0.271,0.099,0.072,1.315,0.628,0.223,0.16,0.332,0.161,0.064,0.048,4.236,5.705,14.959,31.843
25.45,38.05,0.629,0.316,0.112,0.079,1.521,0.737,0.255,0.18,0.364,0.174,0.068,0.052,4.656,6.279,16.834,35.861
25.45,38.15,0.651,0.332,0.12,0.086,1.581,0.782,0.28,0.2,0.378,0.181,0.072,0.054,4.991,6.678,17.716,37.445
25.45,38.25,0.662,0.342,0.129,0.092,1.612,0.81,0.299,0.215,0.384,0.186,0.074,0.056,5.313,7.066,18.344,38.077
25.45,38.35,0.659,0.345,0.134,0.097,1.62,0.822,0.31,0.225,0.39,0.192,0.076,0.057,5.466,7.358,18.892,38.353
25.45,38.45,0.696,0.359,0.138,0.101,1.708,0.857,0.32,0.232,0.421,0.204,0.079,0.058,5.61,7.59,20.161,41.65
25.45,38.55,0.713,0.374,0.144,0.105,1.752,0.894,0.333,0.241,0.428,0.211,0.081,0.06,5.77,7.848,21.09,42.304
25.45,38.65,0.73,0.384,0.148,0.107,1.797,0.917,0.343,0.248,0.442,0.216,0.083,0.061,5.888,8.015,21.659,43.76
25.45,38.75,0.661,0.359,0.147,0.107,1.646,0.866,0.341,0.249,0.403,0.206,0.083,0.061,5.924,7.999,20.262,39.401
25.45,38.85,0.644,0.348,0.146,0.107,1.603,0.842,0.337,0.248,0.392,0.201,0.082,0.061,5.929,7.951,19.559,38.245
25.45,38.95,0.639,0.345,0.145,0.106,1.586,0.832,0.334,0.246,0.39,0.2,0.083,0.062,5.946,7.954,19.383,37.981
25.45,39.05,0.647,0.348,0.144,0.106,1.596,0.837,0.333,0.244,0.392,0.203,0.084,0.062,5.973,8.01,19.552,38.215
25.45,39.15,0.649,0.35,0.142,0.104,1.603,0.84,0.328,0.238,0.401,0.208,0.085,0.063,5.941,8.033,19.984,38.789
25.45,39.25,0.689,0.364,0.141,0.102,1.694,0.869,0.325,0.233,0.428,0.217,0.086,0.063,5.937,8.102,21.047,41.58
25.45,39.35,0.655,0.346,0.135,0.098,1.615,0.829,0.313,0.226,0.414,0.212,0.085,0.063,5.876,7.987,20.249,39.972
25.45,39.45,0.574,0.306,0.124,0.091,1.411,0.734,0.292,0.213,0.37,0.198,0.083,0.062,5.719,7.693,18.231,34.848
25.45,39.55,0.544,0.287,0.117,0.086,1.331,0.683,0.274,0.204,0.355,0.192,0.082,0.061,5.607,7.519,17.481,33.158
25.45,39.65,0.531,0.278,0.114,0.084,1.299,0.663,0.266,0.198,0.354,0.193,0.083,0.061,5.587,7.495,17.438,32.938
25.45,39.75,0.534,0.281,0.117,0.086,1.308,0.668,0.272,0.204,0.364,0.199,0.085,0.063,5.69,7.653,17.867,33.727
25.45,39.85,0.532,0.293,0.125,0.093,1.31,0.699,0.293,0.216,0.374,0.209,0.089,0.065,5.955,8.059,18.799,34.071
25.45,39.95,0.601,0.334,0.145,0.106,1.491,0.805,0.331,0.242,0.426,0.234,0.097,0.071,6.481,8.878,21.514,39.26
25.45,40.05,0.753,0.421,0.178,0.129,1.857,1.011,0.415,0.3,0.525,0.282,0.11,0.078,7.555,10.593,26.402,48.906
25.45,40.15,0.962,0.565,0.232,0.163,2.416,1.363,0.544,0.379,0.665,0.362,0.131,0.087,8.792,13.2,34.881,61.77
25.45,40.25,1.207,0.708,0.302,0.191,3.048,1.724,0.692,0.437,0.844,0.457,0.16,0.096,9.822,16.909,55.674,95.42
25.45,40.35,1.167,0.695,0.276,0.183,2.99,1.705,0.634,0.423,0.827,0.45,0.149,0.092,9.508,15.391,44.054,76.01
25.45,40.45,0.855,0.503,0.222,0.158,2.182,1.236,0.52,0.369,0.603,0.328,0.124,0.083,8.403,12.312,31.033,55.368
25.45,40.55,0.865,0.471,0.19,0.132,2.178,1.149,0.442,0.305,0.567,0.293,0.109,0.075,7.261,10.646,28.175,53.155
25.45,40.65,0.819,0.424,0.152,0.099,2.055,1.03,0.354,0.228,0.531,0.264,0.096,0.064,5.896,8.916,25.254,50.109
25.45,40.75,0.758,0.382,0.127,0.08,1.887,0.922,0.298,0.184,0.487,0.239,0.086,0.058,5.239,7.902,22.816,46.14
25.45,40.85,0.687,0.339,0.109,0.069,1.711,0.82,0.254,0.157,0.443,0.217,0.079,0.054,4.698,7.136,20.585,42.172
25.45,40.95,0.61,0.296,0.095,0.061,1.52,0.71,0.22,0.139,0.396,0.195,0.073,0.05,4.332,6.407,18.125,37.429
25.45,41.05,0.544,0.257,0.083,0.055,1.34,0.614,0.194,0.125,0.356,0.177,0.067,0.047,4.072,5.877,16.15,33.393
25.45,41.15,0.51,0.227,0.076,0.052,1.245,0.541,0.172,0.116,0.339,0.164,0.063,0.044,3.887,5.49,14.775,32.028
25.45,41.25,0.435,0.201,0.07,0.049,1.066,0.474,0.159,0.111,0.298,0.151,0.06,0.043,3.763,5.198,13.324,27.498
25.45,41.35,0.418,0.192,0.067,0.048,1.017,0.452,0.154,0.109,0.28,0.144,0.057,0.041,3.652,4.981,12.565,25.712
25.45,41.45,0.422,0.192,0.066,0.047,1.028,0.452,0.152,0.107,0.274,0.139,0.056,0.04,3.559,4.834,12.239,25.355
25.45,41.55,0.426,0.194,0.066,0.046,1.04,0.456,0.151,0.106,0.271,0.136,0.055,0.04,3.467,4.716,12.089,25.378
25.45,41.65,0.436,0.199,0.066,0.046,1.065,0.468,0.152,0.106,0.273,0.135,0.053,0.039,3.388,4.632,12.105,25.759
25.45,41.75,0.448,0.206,0.067,0.046,1.101,0.484,0.154,0.107,0.278,0.134,0.052,0.038,3.312,4.561,12.261,26.493
25.45,41.85,0.468,0.213,0.068,0.046,1.149,0.503,0.156,0.107,0.288,0.135,0.05,0.036,3.242,4.495,12.482,27.843
25.45,41.95,0.473,0.216,0.068,0.046,1.162,0.511,0.157,0.107,0.288,0.133,0.049,0.035,3.162,4.409,12.465,27.964
25.45,42.05,0.467,0.214,0.068,0.046,1.147,0.507,0.156,0.106,0.282,0.13,0.047,0.033,3.075,4.31,12.256,27.412
25.45,42.15,0.46,0.21,0.066,0.045,1.129,0.497,0.153,0.104,0.274,0.125,0.044,0.031,2.902,4.096,11.858,26.768
25.45,42.25,0.44,0.2,0.063,0.042,1.08,0.472,0.146,0.098,0.259,0.118,0.04,0.028,2.71,3.835,11.198,25.188
25.45,42.35,0.403,0.183,0.058,0.04,0.987,0.434,0.134,0.09,0.243,0.111,0.038,0.027,2.513,3.59,10.472,23.194
25.55,37.65,0.446,0.223,0.086,0.063,1.036,0.503,0.19,0.142,0.286,0.147,0.059,0.044,3.766,4.982,12.498,25.033
25.55,37.75,0.441,0.22,0.085,0.063,1.032,0.5,0.19,0.142,0.288,0.148,0.06,0.045,3.843,5.103,12.661,25.452
25.55,37.85,0.464,0.23,0.088,0.065,1.105,0.532,0.201,0.148,0.302,0.152,0.062,0.046,3.996,5.355,13.425,27.565
25.55,37.95,0.541,0.267,0.099,0.072,1.294,0.62,0.224,0.162,0.335,0.163,0.065,0.049,4.291,5.779,15.113,31.948
25.55,38.05,0.62,0.312,0.113,0.081,1.502,0.729,0.257,0.183,0.37,0.177,0.069,0.052,4.727,6.37,17.02,36.27
25.55,38.15,0.659,0.337,0.123,0.088,1.6,0.794,0.287,0.206,0.389,0.186,0.073,0.055,5.147,6.869,18.207,38.424
25.55,38.25,0.681,0.352,0.133,0.095,1.659,0.833,0.307,0.22,0.403,0.194,0.076,0.057,5.439,7.319,19.127,39.968
25.55,38.35,0.706,0.369,0.141,0.102,1.726,0.874,0.324,0.233,0.418,0.203,0.079,0.058,5.652,7.66,20.241,41.432
25.55,38.45,0.744,0.386,0.146,0.105,1.814,0.913,0.335,0.241,0.448,0.214,0.081,0.06,5.814,7.914,21.472,44.386
25.55,38.55,0.691,0.372,0.147,0.107,1.71,0.891,0.341,0.247,0.417,0.211,0.083,0.061,5.903,8.03,20.892,40.789
25.55,38.65,0.781,0.4,0.15,0.109,1.903,0.952,0.35,0.253,0.472,0.224,0.084,0.062,6.001,8.189,22.592,46.928
25.55,38.75,0.717,0.384,0.151,0.11,1.776,0.921,0.352,0.256,0.436,0.217,0.085,0.062,6.051,8.22,21.717,42.871
25.55,38.85,0.656,0.357,0.148,0.109,1.636,0.864,0.346,0.255,0.403,0.207,0.084,0.063,6.042,8.123,20.202,39.238
25.55,38.95,0.645,0.35,0.147,0.109,1.606,0.847,0.342,0.253,0.396,0.204,0.084,0.063,6.055,8.101,19.759,38.505
25.55,39.05,0.643,0.35,0.147,0.108,1.598,0.845,0.341,0.251,0.398,0.206,0.085,0.064,6.086,8.154,19.839,38.533
25.55,39.15,0.668,0.364,0.149,0.108,1.663,0.878,0.344,0.25,0.418,0.216,0.087,0.064,6.141,8.324,20.864,40.247
25.55,39.25,0.72,0.39,0.15,0.107,1.794,0.934,0.346,0.247,0.455,0.231,0.089,0.065,6.182,8.497,22.541,43.623
25.55,39.35,0.678,0.369,0.146,0.105,1.689,0.888,0.336,0.241,0.43,0.223,0.089,0.065,6.137,8.395,21.52,41.092
25.55,39.45,0.619,0.332,0.135,0.099,1.531,0.801,0.313,0.227,0.392,0.208,0.086,0.064,5.967,8.057,19.494,37.202
25.55,39.55,0.57,0.301,0.122,0.09,1.403,0.722,0.288,0.211,0.37,0.199,0.084,0.062,5.729,7.698,18.243,34.829
25.55,39.65,0.526,0.278,0.115,0.085,1.294,0.665,0.27,0.202,0.353,0.193,0.083,0.062,5.618,7.529,17.403,32.677
25.55,39.75,0.511,0.274,0.116,0.086,1.256,0.654,0.272,0.204,0.349,0.194,0.084,0.063,5.679,7.61,17.367,32.048
25.55,39.85,0.53,0.288,0.124,0.092,1.3,0.687,0.29,0.214,0.366,0.205,0.088,0.065,5.903,7.952,18.306,33.501
25.55,39.95,0.566,0.317,0.14,0.104,1.397,0.763,0.321,0.235,0.403,0.223,0.095,0.07,6.352,8.633,20.354,36.732
25.55,40.05,0.645,0.376,0.166,0.121,1.615,0.907,0.391,0.286,0.468,0.26,0.107,0.076,7.29,10.093,23.865,42.703
25.55,40.15,0.899,0.527,0.223,0.158,2.256,1.273,0.518,0.365,0.619,0.339,0.127,0.086,8.616,12.665,32.439,57.677
25.55,40.25,1.124,0.666,0.295,0.19,2.855,1.614,0.678,0.435,0.782,0.427,0.157,0.096,9.848,16.555,50.239,86.203
25.55,40.35,1.121,0.667,0.296,0.191,2.86,1.624,0.682,0.437,0.789,0.431,0.158,0.095,9.818,16.615,51.629,88.266
25.55,40.45,0.882,0.529,0.231,0.164,2.257,1.296,0.547,0.385,0.632,0.348,0.129,0.086,8.703,12.987,32.865,57.684
25.55,40.55,0.865,0.477,0.198,0.137,2.18,1.166,0.456,0.316,0.572,0.3,0.112,0.076,7.498,10.963,28.723,53.43
25.55,40.65,0.829,0.431,0.156,0.103,2.084,1.05,0.367,0.236,0.54,0.269,0.098,0.066,6.047,9.172,25.785,50.887
25.55,40.75,0.773,0.392,0.131,0.082,1.926,0.945,0.306,0.189,0.497,0.244,0.087,0.059,5.333,8.071,23.382,47.082
25.55,40.85,0.72,0.354,0.112,0.07,1.791,0.854,0.262,0.16,0.466,0.225,0.08,0.054,4.78,7.322,21.437,44.501
25.55,40.95,0.638,0.308,0.098,0.062,1.59,0.742,0.225,0.142,0.412,0.202,0.074,0.051,4.39,6.538,18.844,39.213
25.55,41.05,0.561,0.264,0.085,0.056,1.382,0.631,0.198,0.127,0.365,0.18,0.068,0.047,4.113,5.962,16.517,34.365
25.55,41.15,0.505,0.229,0.077,0.052,1.235,0.546,0.175,0.117,0.337,0.165,0.063,0.045,3.916,5.545,14.865,31.721
25.55,41.25,0.434,0.201,0.07,0.049,1.061,0.476,0.161,0.112,0.297,0.152,0.06,0.043,3.783,5.247,13.356,27.316
25.55,41.35,0.418,0.192,0.067,0.048,1.016,0.452,0.154,0.109,0.28,0.144,0.058,0.042,3.674,5.008,12.593,25.718
25.55,41.45,0.42,0.191,0.066,0.047,1.022,0.45,0.152,0.107,0.273,0.139,0.056,0.041,3.571,4.846,12.234,25.289
25.55,41.55,0.422,0.192,0.065,0.046,1.03,0.452,0.15,0.106,0.27,0.136,0.055,0.04,3.472,4.719,12.051,25.209
25.55,41.65,0.431,0.196,0.065,0.046,1.053,0.462,0.15,0.106,0.271,0.134,0.053,0.039,3.388,4.626,12.046,25.535
25.55,41.75,0.446,0.204,0.066,0.046,1.096,0.48,0.152,0.105,0.278,0.134,0.052,0.038,3.312,4.553,12.231,26.471
25.55,41.85,0.475,0.212,0.067,0.046,1.162,0.499,0.153,0.105,0.292,0.135,0.05,0.036,3.22,4.458,12.452,28.462
25.55,41.95,0.473,0.213,0.067,0.045,1.161,0.503,0.154,0.105,0.287,0.132,0.049,0.035,3.14,4.37,12.349,27.941
25.55,42.05,0.458,0.21,0.066,0.045,1.125,0.495,0.153,0.104,0.277,0.128,0.047,0.033,3.053,4.265,12.036,26.856
25.55,42.15,0.45,0.205,0.065,0.044,1.104,0.483,0.149,0.101,0.269,0.124,0.045,0.032,2.933,4.114,11.663,26.145
25.55,42.25,0.43,0.194,0.061,0.041,1.052,0.459,0.141,0.095,0.254,0.116,0.04,0.028,2.674,3.779,10.952,24.571
25.55,42.35,0.392,0.177,0.057,0.039,0.959,0.421,0.13,0.088,0.237,0.11,0.038,0.027,2.477,3.528,10.243,22.608
25.65,37.55,0.489,0.244,0.092,0.067,1.141,0.552,0.203,0.149,0.305,0.154,0.061,0.045,3.824,5.143,13.353,27.255
25.65,37.65,0.467,0.235,0.089,0.065,1.098,0.534,0.198,0.146,0.299,0.153,0.061,0.045,3.86,5.194,13.277,26.671
25.65,37.75,0.455,0.23,0.088,0.065,1.077,0.526,0.198,0.146,0.297,0.153,0.062,0.046,3.935,5.301,13.298,26.516
25.65,37.85,0.484,0.239,0.09,0.067,1.155,0.554,0.206,0.151,0.312,0.157,0.063,0.047,4.078,5.486,14.037,28.76
25.65,37.95,0.534,0.262,0.099,0.073,1.282,0.612,0.224,0.163,0.34,0.166,0.066,0.049,4.338,5.841,15.301,32.185
25.65,38.05,0.599,0.303,0.113,0.081,1.452,0.712,0.258,0.186,0.367,0.178,0.07,0.053,4.778,6.428,16.977,35.542
25.65,38.15,0.662,0.34,0.126,0.09,1.608,0.803,0.293,0.21,0.393,0.19,0.075,0.056,5.288,7.048,18.567,38.796
25.65,38.25,0.692,0.359,0.136,0.098,1.684,0.849,0.314,0.226,0.411,0.199,0.078,0.058,5.56,7.509,19.665,40.743
25.65,38.35,0.717,0.376,0.145,0.105,1.75,0.891,0.333,0.24,0.427,0.208,0.081,0.06,5.797,7.86,20.722,42.241
25.65,38.45,0.77,0.401,0.151,0.109,1.873,0.946,0.349,0.251,0.459,0.221,0.084,0.062,5.999,8.178,22.213,45.472
25.65,38.55,0.727,0.39,0.153,0.11,1.783,0.928,0.355,0.256,0.436,0.219,0.085,0.063,6.109,8.331,21.789,42.883
25.65,38.65,0.736,0.396,0.153,0.111,1.816,0.944,0.359,0.26,0.443,0.223,0.086,0.063,6.14,8.39,22.212,43.408
25.65,38.75,0.822,0.418,0.155,0.112,2.01,0.998,0.363,0.263,0.505,0.236,0.087,0.064,6.187,8.462,23.853,50.076
25.65,38.85,0.693,0.377,0.153,0.112,1.725,0.908,0.358,0.263,0.426,0.217,0.086,0.064,6.187,8.365,21.38,41.587
25.65,38.95,0.656,0.358,0.151,0.111,1.635,0.866,0.352,0.26,0.407,0.21,0.086,0.064,6.181,8.282,20.339,39.512
25.65,39.05,0.659,0.359,0.151,0.111,1.639,0.869,0.352,0.26,0.409,0.212,0.087,0.065,6.22,8.346,20.446,39.611
25.65,39.15,0.746,0.404,0.157,0.113,1.852,0.969,0.368,0.266,0.453,0.231,0.091,0.067,6.401,8.738,22.591,43.729
25.65,39.25,0.895,0.462,0.161,0.113,2.229,1.11,0.377,0.266,0.556,0.265,0.094,0.068,6.479,9.037,26.498,52.92
25.65,39.35,0.786,0.423,0.157,0.112,1.961,1.02,0.367,0.26,0.495,0.248,0.093,0.068,6.444,8.931,24.509,47.276
25.65,39.45,0.671,0.364,0.147,0.106,1.662,0.875,0.338,0.244,0.418,0.22,0.09,0.066,6.254,8.491,21.088,40.025
25.65,39.55,0.668,0.342,0.131,0.096,1.647,0.82,0.307,0.222,0.423,0.215,0.087,0.064,5.937,8.033,20.517,41.193
25.65,39.65,0.561,0.295,0.119,0.088,1.385,0.707,0.282,0.208,0.367,0.199,0.084,0.063,5.708,7.673,18.166,34.397
25.65,39.75,0.537,0.286,0.118,0.088,1.315,0.68,0.279,0.206,0.352,0.195,0.085,0.063,5.719,7.673,17.637,32.72
25.65,39.85,0.576,0.302,0.125,0.092,1.401,0.718,0.292,0.214,0.374,0.205,0.088,0.065,5.894,7.952,18.611,34.998
25.65,39.95,0.595,0.321,0.138,0.103,1.454,0.77,0.318,0.232,0.401,0.22,0.094,0.069,6.271,8.513,20.145,37.248
25.65,40.05,0.639,0.366,0.161,0.117,1.584,0.88,0.377,0.277,0.449,0.249,0.105,0.076,7.109,9.754,22.918,41.313
25.65,40.15,0.836,0.489,0.213,0.153,2.094,1.186,0.491,0.351,0.577,0.317,0.123,0.085,8.403,12.089,30.18,53.605
25.65,40.25,1.106,0.652,0.282,0.185,2.799,1.59,0.644,0.426,0.781,0.424,0.152,0.095,9.721,15.761,45.024,78.159
25.65,40.35,1.176,0.698,0.313,0.195,2.986,1.704,0.725,0.446,0.844,0.457,0.168,0.097,10.007,17.776,60.416,104.315
25.65,40.45,0.94,0.571,0.243,0.169,2.413,1.4,0.574,0.4,0.679,0.376,0.136,0.088,8.981,13.843,35.712,61.762
25.65,40.55,0.865,0.484,0.204,0.141,2.182,1.183,0.467,0.323,0.579,0.306,0.115,0.078,7.644,11.251,29.242,53.818
25.65,40.65,0.835,0.436,0.159,0.105,2.098,1.064,0.375,0.241,0.546,0.274,0.1,0.067,6.167,9.388,26.193,51.41
25.65,40.75,0.782,0.398,0.133,0.083,1.949,0.96,0.311,0.193,0.504,0.248,0.089,0.06,5.407,8.212,23.766,47.641
25.65,40.85,0.742,0.364,0.114,0.072,1.844,0.878,0.268,0.162,0.481,0.23,0.081,0.055,4.853,7.449,22.054,45.978
25.65,40.95,0.655,0.316,0.1,0.062,1.633,0.764,0.229,0.144,0.421,0.206,0.075,0.051,4.443,6.647,19.346,40.204
25.65,41.05,0.568,0.268,0.086,0.057,1.402,0.64,0.202,0.129,0.37,0.183,0.069,0.048,4.15,6.031,16.726,34.859
25.65,41.15,0.496,0.229,0.077,0.053,1.217,0.547,0.176,0.118,0.332,0.166,0.064,0.045,3.942,5.591,14.877,31.047
25.65,41.25,0.433,0.202,0.071,0.05,1.059,0.476,0.162,0.112,0.297,0.152,0.06,0.043,3.802,5.285,13.386,27.234
25.65,41.35,0.418,0.192,0.068,0.048,1.017,0.452,0.155,0.109,0.281,0.145,0.058,0.042,3.696,5.036,12.627,25.76
25.65,41.45,0.419,0.19,0.066,0.047,1.019,0.449,0.151,0.107,0.273,0.139,0.056,0.041,3.584,4.861,12.239,25.243
25.65,41.55,0.42,0.19,0.065,0.046,1.023,0.449,0.149,0.106,0.269,0.136,0.055,0.04,3.477,4.722,12.027,25.073
25.65,41.65,0.428,0.195,0.065,0.046,1.047,0.46,0.149,0.105,0.27,0.134,0.053,0.039,3.386,4.621,12.03,25.432
25.65,41.75,0.451,0.204,0.065,0.045,1.109,0.48,0.15,0.104,0.281,0.135,0.052,0.038,3.305,4.539,12.274,26.953
25.65,41.85,0.481,0.21,0.065,0.045,1.175,0.495,0.15,0.104,0.294,0.134,0.05,0.036,3.215,4.441,12.416,28.73
25.65,41.95,0.463,0.209,0.065,0.045,1.138,0.493,0.15,0.103,0.281,0.131,0.048,0.035,3.119,4.33,12.163,27.283
25.65,42.05,0.448,0.205,0.064,0.044,1.1,0.482,0.149,0.102,0.271,0.127,0.047,0.033,3.03,4.22,11.801,26.208
25.65,42.15,0.441,0.2,0.063,0.043,1.079,0.47,0.145,0.098,0.263,0.122,0.045,0.032,2.921,4.079,11.432,25.532
25.65,42.25,0.42,0.189,0.059,0.04,1.025,0.446,0.137,0.092,0.248,0.114,0.04,0.028,2.633,3.719,10.725,23.976
25.65,42.35,0.383,0.173,0.056,0.038,0.936,0.41,0.127,0.086,0.233,0.108,0.038,0.026,2.446,3.476,10.036,22.115
25.65,42.45,0.375,0.166,0.052,0.035,0.909,0.392,0.119,0.08,0.229,0.105,0.036,0.025,2.307,3.3,9.742,21.88
25.75,37.55,0.551,0.266,0.095,0.069,1.291,0.602,0.21,0.153,0.34,0.165,0.063,0.047,3.921,5.348,14.654,31.433
25.75,37.65,0.526,0.259,0.093,0.067,1.246,0.592,0.207,0.151,0.33,0.164,0.063,0.047,3.966,5.409,14.702,30.489
25.75,37.75,0.492,0.247,0.091,0.067,1.173,0.57,0.206,0.15,0.315,0.161,0.064,0.047,4.041,5.486,14.352,28.791
25.75,37.85,0.543,0.254,0.093,0.068,1.28,0.587,0.211,0.154,0.339,0.165,0.065,0.048,4.175,5.644,14.958,32.064
25.75,37.95,0.56,0.269,0.1,0.074,1.339,0.628,0.228,0.166,0.358,0.172,0.067,0.051,4.427,5.972,15.84,34.128
25.75,38.05,0.607,0.308,0.115,0.083,1.475,0.724,0.264,0.19,0.375,0.182,0.072,0.054,4.901,6.593,17.412,36.289
25.75,38.15,0.672,0.346,0.129,0.093,1.632,0.818,0.299,0.215,0.403,0.194,0.076,0.056,5.384,7.248,19.06,39.622
25.75,38.25,0.705,0.366,0.14,0.102,1.711,0.865,0.322,0.232,0.421,0.204,0.079,0.059,5.678,7.685,20.195,41.533
25.75,38.35,0.731,0.383,0.148,0.107,1.778,0.906,0.341,0.246,0.436,0.212,0.082,0.061,5.927,8.037,21.14,43.064
25.75,38.45,0.782,0.408,0.155,0.111,1.902,0.965,0.36,0.26,0.466,0.225,0.085,0.063,6.151,8.39,22.659,45.954
25.75,38.55,0.78,0.414,0.159,0.114,1.904,0.986,0.373,0.269,0.473,0.232,0.088,0.065,6.344,8.686,23.316,46.333
25.75,38.65,0.773,0.414,0.16,0.114,1.897,0.99,0.376,0.27,0.468,0.233,0.089,0.065,6.373,8.755,23.341,45.68
25.75,38.75,0.791,0.418,0.159,0.114,1.946,1.003,0.374,0.27,0.477,0.236,0.089,0.065,6.338,8.7,23.728,46.938
25.75,38.85,0.756,0.401,0.157,0.114,1.863,0.961,0.369,0.27,0.463,0.229,0.088,0.065,6.324,8.589,22.777,45.593
25.75,38.95,0.688,0.375,0.156,0.114,1.71,0.906,0.366,0.27,0.426,0.218,0.088,0.066,6.346,8.531,21.272,41.45
25.75,39.05,0.714,0.387,0.158,0.116,1.759,0.928,0.373,0.275,0.433,0.221,0.09,0.067,6.469,8.698,21.664,42.287
25.75,39.15,0.752,0.411,0.163,0.117,1.868,0.991,0.386,0.28,0.458,0.235,0.093,0.069,6.619,9.014,22.986,44.138
25.75,39.25,0.964,0.506,0.172,0.12,2.416,1.212,0.405,0.285,0.582,0.283,0.098,0.071,6.788,9.556,28.561,55.572
25.75,39.35,0.908,0.484,0.169,0.118,2.283,1.166,0.399,0.279,0.586,0.282,0.098,0.07,6.757,9.49,28.509,56.203
25.75,39.45,0.69,0.383,0.155,0.111,1.727,0.924,0.36,0.259,0.434,0.229,0.093,0.068,6.5,8.865,22.111,41.262
25.75,39.55,0.766,0.387,0.143,0.104,1.879,0.92,0.33,0.237,0.492,0.234,0.09,0.066,6.178,8.41,22.82,48.224
25.75,39.65,0.62,0.325,0.127,0.093,1.548,0.783,0.298,0.217,0.392,0.208,0.087,0.064,5.875,7.935,19.527,37.445
25.75,39.75,0.587,0.305,0.122,0.09,1.432,0.728,0.288,0.21,0.367,0.2,0.086,0.064,5.788,7.797,18.351,34.79
25.75,39.85,0.606,0.314,0.127,0.093,1.48,0.748,0.296,0.216,0.383,0.207,0.088,0.065,5.91,7.986,18.992,36.417
25.75,39.95,0.611,0.324,0.137,0.101,1.495,0.777,0.315,0.23,0.402,0.218,0.093,0.068,6.212,8.425,20.064,37.759
25.75,40.05,0.638,0.358,0.157,0.114,1.571,0.859,0.364,0.268,0.439,0.242,0.103,0.075,6.929,9.447,22.266,40.668
25.75,40.15,0.778,0.453,0.203,0.148,1.929,1.102,0.463,0.335,0.538,0.297,0.118,0.083,8.15,11.495,27.994,49.635
25.75,40.25,1.051,0.628,0.259,0.177,2.675,1.548,0.602,0.413,0.739,0.409,0.144,0.092,9.46,14.807,39.741,67.941
25.75,40.35,1.254,0.743,0.32,0.197,3.181,1.82,0.74,0.448,0.914,0.492,0.172,0.098,10.065,18.21,64.553,112.527
25.75,40.45,1.029,0.62,0.257,0.175,2.641,1.539,0.601,0.409,0.743,0.41,0.143,0.09,9.213,14.69,39.568,67.352
25.75,40.55,0.87,0.493,0.207,0.144,2.197,1.206,0.478,0.328,0.59,0.315,0.117,0.079,7.765,11.534,29.949,54.643
25.75,40.65,0.834,0.438,0.161,0.106,2.096,1.069,0.381,0.244,0.55,0.278,0.102,0.068,6.26,9.561,26.456,51.609
25.75,40.75,0.783,0.4,0.135,0.084,1.952,0.964,0.314,0.196,0.506,0.251,0.09,0.06,5.469,8.318,23.947,47.77
25.75,40.85,0.759,0.37,0.115,0.072,1.882,0.891,0.271,0.164,0.494,0.234,0.082,0.055,4.917,7.533,22.463,47.2
25.75,40.95,0.657,0.319,0.101,0.063,1.64,0.77,0.232,0.146,0.423,0.207,0.076,0.052,4.49,6.731,19.519,40.298
25.75,41.05,0.566,0.268,0.087,0.057,1.395,0.64,0.203,0.13,0.369,0.183,0.07,0.048,4.183,6.083,16.755,34.752
25.75,41.15,0.487,0.228,0.078,0.053,1.196,0.544,0.178,0.119,0.327,0.165,0.064,0.045,3.965,5.625,14.825,30.375
25.75,41.25,0.432,0.202,0.071,0.05,1.056,0.476,0.162,0.113,0.296,0.153,0.061,0.043,3.819,5.311,13.397,27.139
25.75,41.35,0.42,0.192,0.068,0.048,1.02,0.453,0.155,0.11,0.282,0.145,0.058,0.042,3.719,5.064,12.672,25.854
25.75,41.45,0.418,0.19,0.066,0.047,1.017,0.448,0.151,0.107,0.273,0.14,0.056,0.041,3.598,4.877,12.253,25.2
25.75,41.55,0.417,0.19,0.065,0.046,1.016,0.447,0.149,0.105,0.268,0.136,0.055,0.04,3.481,4.725,12.012,24.941
25.75,41.65,0.426,0.194,0.064,0.045,1.043,0.457,0.148,0.104,0.27,0.134,0.053,0.039,3.384,4.617,12.026,25.38
25.75,41.75,0.464,0.204,0.064,0.045,1.135,0.48,0.148,0.103,0.288,0.135,0.052,0.038,3.295,4.522,12.331,27.952
25.75,41.85,0.477,0.208,0.064,0.044,1.168,0.489,0.148,0.102,0.29,0.133,0.05,0.036,3.199,4.411,12.307,28.307
25.75,41.95,0.448,0.204,0.064,0.044,1.101,0.479,0.147,0.101,0.273,0.129,0.048,0.035,3.116,4.311,11.916,26.315
25.75,42.05,0.438,0.199,0.063,0.043,1.072,0.468,0.145,0.099,0.265,0.125,0.046,0.033,3.009,4.177,11.559,25.553
